,Id,News_Headlines,Viral_Anticipated_News
4737,4737,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,1285
4738,4738,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,1285
4739,4739,"Tesla to suspend production at US factories, cut salaries by 10-30%",1285
4740,4740,"Ford recalls 68,000 vehicles over rollaway risk",1285
4741,4741,Renault pulls out of venture with Dongfeng Motor in China over poor sales,1285
4742,4742,Maruti Suzuki cuts production by 32% in March,1285
4743,4743,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",1287
4744,4744,You almost finished my son's career: Chris Broad told Yuvraj after his 6 sixes,1287
4745,4745,Umar Akmal banned from all forms of cricket for 3 years over corruption,1289
4746,4746,I'd still give him out: Gould on LBW decision against Sachin in Ind-Pak WC match,1289
4747,4747,Australia players won't be greedy in pay talks: Paine over COVID-19,1289
4748,4748,Tricky to train with same intensity amid lockdown: World no. 1 Barty,1289
4749,4749,We're appalled: Everton after Moise Kean seen partying amid lockdown,1290
4750,4750,"Chelsea opt against pay cut, tell players to donate to charity",1290
4751,4751,NBA to reopen training facilities in places with eased restrictions,1290
4752,4752,"Will go back to Italy, I have a contract with Milan: Zlatan Ibrahimovic",1290
4753,4753,"French GP 10th F1 race to be called off, British GP likely without fans ",1290
4754,4754,World no. 3 Thiem criticises fund to support lower-ranked tennis players,1290
4755,4755,Arsenal 1st Premier League side to resume players' training amid COVID-19,1290
4756,4756,East Bengal terminate players' contracts citing COVID-19 pandemic,1290
4757,4757,Disheartened to hear about domestic violence amid lockdown: Dhawan,1290
4758,4758,Total winner: Trump congratulates Triple H on his 25-year WWE anniversary,1290
4759,4759,T20 WC win would've brought generational shift: Ex-skipper Anjum,1290
4760,4760,"Dhoni's humility, gratitude sets him apart: Mohit Sharma",1290
4761,4761,How can India keep Ashwin out from shorter formats: Pak's Saqlain Mushtaq,1290
4762,4762,"Bowling to Kohli, Rohit will be a challenge at T20 WC: Pak's Haris Rauf",1290
4763,4763,Could've sent off Maradona even before game started: 1990 WC final referee,1290
4764,4764,"KL Rahul's bat auctioned for ₹2.64 lakh, Test jersey for ₹1.32 lakh",1292
4765,4765,Williamson reveals his pick for best batsmen at the moment ,1293
4766,4766,Harsha Bhogle reveals his all-time favourite Indian captain,1293
4767,4767,I ended up crying: Hima Das on meeting 'role model' Tendulkar,1293
4768,4768,We were fired through single e-mail without prior notice: Udaan contract staff,1293
4769,4769,"Amazon, Flipkart urge govt to allow sale of non-essential items during lockdown",1293
4770,4770,"Allow Amazon, Flipkart to sell fans, books: US-India advocacy body asks govt",1293
4771,4771,Amazon tests using video calls to screen sellers for frauds amid pandemic,1294
4772,4772,"Local is new global business plan, online-to-offline to be mainstream: Paytm CEO",1294
4773,4773,"Alphabet's Pichai makes ₹2,140 crore in 2019, over 1,000 times the median pay",1295
4774,4774,SoftBank to deploy funds from $13B unspent Vision Fund capital in India,1295
4775,4775,"Bira beer maker raises ₹150 crore from Sequoia, Belgium-based Sofina",1295
4776,4776,Trump says 'no $10B loan' for Postal Service unless it charges Amazon more,1296
4777,4777,IIT Madras-incubated ed-tech startup GUVI raises ₹6 crore,1296
4778,4778,"Mswipe not looking for buyer, has runway of over 36 months: Founder",1297
4779,4779,"Amazon donates over $300,000 to UK bookshops to help fight COVID-19",1297
4780,4780,China asks ByteDance to remove its work-from-home app: Report,1297
4781,4781,"Amazon to be fined $108,000 for every non-essential item it delivers in France",1298
4782,4782,Credit card records of millions exposed by New York startup: Reports,1298
4783,4783,Amazon India allows local stores to sell groceries on its platform,1298
4784,4784,Reliance JioMart launches WhatsApp order service for groceries in select cities,1299
4785,4785,"CAIT, DPIIT to launch e-comm portal for local stores amid COVID-19",1300
4786,4786,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,1300
4787,4787,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,1300
4788,4788,Amazon used its sellers' data to make competing products: Report,1300
4789,4789,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,1300
4790,4790,"We have to survive in crisis, can thrive later: Blume Ventures' Sanjay Nath",1300
4791,4791,BigBasket invests ₹2.67 cr in recently-acquired startup DailyNinja,1300
4792,4792,"Amazon, BigBasket, Grofers, MedLife celebrate spirit of delivery heroes",1300
4793,4793,Delaying vaccination can increase the risk of getting sick: WHO,1300
4794,4794,Asian Paints recreates 'Har Ghar Chup Chap Se Kehta Hai' ad film,1300
4795,4795,"Woman's breast implant deflects bullet away from her heart, saves her life",1300
4796,4796,My wife hates it when I work from home: Banksy shares graffiti from bathroom,1300
4797,4797,19 top executives pledge ₹300 cr for a B-school where CEOs will teach,1301
4798,4798,FLAME University admissions open for UG and PG programs for AY 2020,1303
4799,4799,4-inch-long knife removed from Chinese man's head 26 yrs after he was stabbed,1303
4800,4800,I think what would Mother Teresa do: Indian-origin man feeds 24k Kenyan families,1303
4801,4801,"Light aircraft lands on Canada highway, traffic continues to move; video surfaces",1303
4802,4802,You have to be someone to be insulted: Chetan Bhagat after Kunal Kamra trolls him,1303
4803,4803,Andhra policeman rides horse painted with pics of coronavirus,1303
4804,4804,68-year-old Nigerian woman gives birth to twins in her fourth IVF attempt,1303
4805,4805,Rushing to get tested for coronavirus: Man speeding Lamborghini at 160 kmph in Aus,1304
4806,4806,"3,000 square metre coronavirus-themed grass graffiti unveiled in Swiss Alps",1304
4807,4807,"Maharashtra couple dig well outside house in 21 days, find water at 25 feet",1304
4808,4808,'Rare' pair of sneakers made by Apple in 1990s auctioned for ₹7.3 lakh,1305
4809,4809,Lions nap on South African national park's road during lockdown; pics go viral,1305
4810,4810,"Couple gets married amid lockdown, families attend function via video conference",1305
4811,4811,What is the theme of World Health Day 2020?,1305
4812,4812,"Uttar Pradesh Minister gives hair-cut to children amid lockdown, shares video",1305
4813,4813,US cancels Spelling Bee for 1st time since WWII due to COVID-19,1306
4814,4814,"Rohtak court opens at night, man marries Mexican girl he met on a language app",1307
4815,4815,"Australian family recreates 15-hour flight in living room, shares pics",1307
4816,4816,"US reporter mistakenly turns on filters during Facebook live, video goes viral",1307
4817,4817,US woman watering plant for two years realises it is made of plastic,1309
4818,4818,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,1310
4819,4819,Hospital staff in US dances whenever a patient taken off ventilator; video viral,1310
4820,4820,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",1310
4821,4821,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",1310
4822,4822,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",1310
4823,4823,'Wash hands' seen written in sky above Sydney amid coronavirus scare,1311
4824,4824,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,1311
4825,4825,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,1311
4826,4826,Bride and groom get married over video call in Maharashtra amid lockdown,1311
4827,4827,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,1313
4828,4828,"UK woman shops in zorb ball to maintain social distance, video goes viral",1314
4829,4829,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",1314
4830,4830,Newborn twins in Raipur named Corona and Covid,1314
4831,4831,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,1314
4832,4832,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",1314
4833,4833,"ITBP troopers dressed as bear chase monkeys, video surfaces",1314
4834,4834,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,1314
4835,4835,People in Maharashtra exercise on streets after all gyms shut in state,1314
4836,4836,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",1316
4837,4837,UK couple exchange onion rings after wedding gets cancelled over coronavirus,1316
4838,4838,"Rohtak court opens at night, man marries Mexican girl he met on a language app",1317
4839,4839,"Australian family recreates 15-hour flight in living room, shares pics",1317
4840,4840,"US reporter mistakenly turns on filters during Facebook live, video goes viral",1317
4841,4841,US woman watering plant for two years realises it is made of plastic,1319
4842,4842,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,1320
4843,4843,Hospital staff in US dances whenever a patient taken off ventilator; video viral,1320
4844,4844,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",1320
4845,4845,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",1320
4846,4846,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",1320
4847,4847,'Wash hands' seen written in sky above Sydney amid coronavirus scare,1321
4848,4848,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,1321
4849,4849,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,1321
4850,4850,Bride and groom get married over video call in Maharashtra amid lockdown,1321
4851,4851,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,1323
4852,4852,"UK woman shops in zorb ball to maintain social distance, video goes viral",1324
4853,4853,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",1324
4854,4854,Newborn twins in Raipur named Corona and Covid,1324
4855,4855,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,1324
4856,4856,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",1324
4857,4857,"ITBP troopers dressed as bear chase monkeys, video surfaces",1324
4858,4858,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,1324
4859,4859,People in Maharashtra exercise on streets after all gyms shut in state,1324
4860,4860,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",1326
4861,4861,UK couple exchange onion rings after wedding gets cancelled over coronavirus,1326
4862,4862,"No new coronavirus case in 85 districts in 14 days; cases in India cross 28,000",1326
4863,4863,Discussed extending lockdown post May 3 in the state: Meghalaya CM after PM meet,1326
4864,4864,"58 active coronavirus cases in Gautam Buddha Nagar, green zones rise to 14",1326
4865,4865,"PM said spike in COVID-19 cases could happen in June, July: Chhattisgarh Minister",1326
4866,4866,Appeal to all to support Rajasthan's migrant workers returning home: CM,1326
4867,4867,"No. of containment zones down from 1,036 to 805 in Mumbai",1327
4868,4868,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",1328
4869,4869,Details of procurement of COVID-19 equipment must be made public: Cong,1328
4870,4870,People from Haryana working in Delhi are 'corona-carriers': Haryana Minister,1328
4871,4871,Lakhs and lakhs can't be quarantined by govt: WB CM Mamata allows home quarantine,1328
4872,4872,Punjab policemen wear badge with name of Harjeet whose hand was chopped off in attack,1328
4873,4873,"1 cured of COVID-19 discharged, total cases now 3: Puducherry Minister",1328
4874,4874,PM announces COVID warriors website to connect people with local authorities,1328
4875,4875,"Endangered Ganges River Dolphins spotted in Uttar Pradesh, video surfaces",1328
4876,4876,"FB user says 'PM-backed firm' selling COVID-19 kits for ₹4,500, govt says fake news",1329
4877,4877,60 Indian doctors dance to song 'Happy' amid coronavirus pandemic; video viral,1329
4878,4878,Every 7th doctor in US is Indian and they're working as soldiers: AAPI Prez,1329
4879,4879,Won't lose a single rupee: Govt clarifies after cancelling Chinese rapid test kits,1329
4880,4880,KGMU becomes 1st govt hospital to launch plasma therapy for COVID-19,1330
4881,4881,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,1330
